0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.784636287860286510e-02
2.000000000000000000e+01 6.314957549475280763e-02
3.000000000000000000e+01 1.328672554735531863e-01
4.000000000000000000e+01 2.120575819751826518e-01
5.000000000000000000e+01 3.084947561724501464e-01
6.000000000000000000e+01 4.258247041739903205e-01
7.000000000000000000e+01 5.532699491980750395e-01
8.000000000000000000e+01 6.697368863380637194e-01
9.000000000000000000e+01 7.957059719977227497e-01
1.000000000000000000e+02 9.430965597120918309e-01
1.100000000000000000e+02 1.095890959324203218e+00
1.200000000000000000e+02 1.253506804626029147e+00
1.300000000000000000e+02 1.425166620267228623e+00
1.400000000000000000e+02 1.596973930448336576e+00
1.500000000000000000e+02 1.773474903356027754e+00
1.600000000000000000e+02 1.947378613144468362e+00
1.700000000000000000e+02 2.108743964829496775e+00
1.800000000000000000e+02 2.286081893011558730e+00
1.900000000000000000e+02 2.480291760277675728e+00
2.000000000000000000e+02 2.672230315796778832e+00
2.100000000000000000e+02 2.882964400419923745e+00
2.200000000000000000e+02 3.104359207994404457e+00
2.300000000000000000e+02 3.308387883431726184e+00
2.400000000000000000e+02 3.489120660458121304e+00
2.500000000000000000e+02 3.678418299898987165e+00
2.600000000000000000e+02 3.865131074489880358e+00
2.700000000000000000e+02 4.032119289530601058e+00
2.800000000000000000e+02 4.210089607469960526e+00
2.900000000000000000e+02 4.354344717540155507e+00
3.000000000000000000e+02 4.488030577280158973e+00
3.100000000000000000e+02 4.641671558853394330e+00
3.200000000000000000e+02 4.804523766269698903e+00
3.300000000000000000e+02 5.006434796045828861e+00
3.400000000000000000e+02 5.262691896397808655e+00
3.500000000000000000e+02 5.512495250327195784e+00
3.600000000000000000e+02 5.714412547571868117e+00
3.700000000000000000e+02 5.856151148357886527e+00
3.800000000000000000e+02 6.060591724591876783e+00
3.900000000000000000e+02 6.339452504998065230e+00
4.000000000000000000e+02 6.608268699075260599e+00
4.100000000000000000e+02 6.829397355376917389e+00
4.200000000000000000e+02 7.040509902077944915e+00
4.300000000000000000e+02 7.249330391887716551e+00
4.400000000000000000e+02 7.448636838545964700e+00
4.500000000000000000e+02 7.666765007860086634e+00
4.600000000000000000e+02 7.841631833597199730e+00
4.700000000000000000e+02 8.028742967578164524e+00
4.800000000000000000e+02 8.268046219403652586e+00
4.900000000000000000e+02 8.502760155356101635e+00
5.000000000000000000e+02 8.710731916436934341e+00
5.100000000000000000e+02 8.919727752469736259e+00
5.200000000000000000e+02 9.160722464398826759e+00
5.300000000000000000e+02 9.382266920093066176e+00
5.400000000000000000e+02 9.543356610319342792e+00
5.500000000000000000e+02 9.701220839763164960e+00
5.600000000000000000e+02 9.879103989630499072e+00
5.700000000000000000e+02 1.010322798172196634e+01
5.800000000000000000e+02 1.035414236367905083e+01
5.900000000000000000e+02 1.064166296806401313e+01
6.000000000000000000e+02 1.088032363628500399e+01
6.100000000000000000e+02 1.106056323753818482e+01
6.200000000000000000e+02 1.126819847795048268e+01
6.300000000000000000e+02 1.146606077210158858e+01
6.400000000000000000e+02 1.162566793276314847e+01
6.500000000000000000e+02 1.182651797130545468e+01
6.600000000000000000e+02 1.201133781490782582e+01
6.700000000000000000e+02 1.216186849902614853e+01
6.800000000000000000e+02 1.227914064383681492e+01
6.900000000000000000e+02 1.242102930353047974e+01
7.000000000000000000e+02 1.261964225544468476e+01
7.100000000000000000e+02 1.275844688142091243e+01
7.200000000000000000e+02 1.288081260477487433e+01
7.300000000000000000e+02 1.308183027887777783e+01
7.400000000000000000e+02 1.329460716202451032e+01
7.500000000000000000e+02 1.348421933924337424e+01
7.600000000000000000e+02 1.360218731892466870e+01
7.700000000000000000e+02 1.374888863174877507e+01
7.800000000000000000e+02 1.384699404044323678e+01
7.900000000000000000e+02 1.394038302285286157e+01
8.000000000000000000e+02 1.408355362277562861e+01
8.100000000000000000e+02 1.430018155247501710e+01
8.200000000000000000e+02 1.447813916528070699e+01
8.300000000000000000e+02 1.457451688644010623e+01
8.400000000000000000e+02 1.464443839496587607e+01
8.500000000000000000e+02 1.462028760123857474e+01
8.600000000000000000e+02 1.461461008666447192e+01
8.700000000000000000e+02 1.471285292511126030e+01
8.800000000000000000e+02 1.489624671061030980e+01
8.900000000000000000e+02 1.508130062173732355e+01
9.000000000000000000e+02 1.527364368638120595e+01
9.100000000000000000e+02 1.540075663846836207e+01
9.200000000000000000e+02 1.548312615799548020e+01
9.300000000000000000e+02 1.556637059340912543e+01
9.400000000000000000e+02 1.560520878016836299e+01
9.500000000000000000e+02 1.552383916899257343e+01
9.600000000000000000e+02 1.544853812699338036e+01
9.700000000000000000e+02 1.537545022087146407e+01
9.800000000000000000e+02 1.534598436309163816e+01
9.900000000000000000e+02 1.532861369326025702e+01
1.000000000000000000e+03 1.528046962131747399e+01
